Date,ppt_min,ppt_max,ppt_mean,ppt_median,tmean_mean,tmean_median,tmin_min,tmax_max,tdmean_mean,tdmean_median,vpdmin_min,vpdmax_max,Fpar_max,Fpar_mean,Fpar_median,Cloud_state_max,Cloud_state_mean,Cloud_state_median,area,distNum,CD,Lai_median_smoothed,VoLTEDropRateMarket_low_smoothed,VoLTEDropRateMarket_mean_smoothed
10/29/2017,2.101000071,2.506000042,2.197357144,2.148000002,16.85064343,16.81100082,13.19499969,20.41699982,13.19021436,13.24499989,0.792999983,12.14900017,8.25,8.25,8.25,0.25,0.25,0.25,NY,9,NY_9,2.116838978,0.218374117,0.26152299
10/30/2017,84.44499969,89.84999847,88.45378603,89.82900238,14.26678658,14.25200081,9.628000259,18.86000061,14.2674284,14.25250006,0.463,2.520999908,8.5,8.5,8.5,0.5,0.5,0.5,NY,9,NY_9,2.077951493,0.216901709,0.259612168
10/31/2017,1.090999961,1.328999996,1.215285735,1.269000053,11.19635786,11.19900084,8.37899971,13.91100025,3.111714312,3.08100009,1.833999991,8.680000305,8.75,8.75,8.75,0.75,0.75,0.75,NY,9,NY_9,2.039938572,0.215459057,0.257742043
11/1/2017,0,0,0,0,10.56007188,10.55000019,5.962999821,14.94200039,-0.270928572,-0.285500005,2.351999998,11.29800034,9,9,9,1,1,1,NY,9,NY_9,2.002790724,0.214045897,0.255912238
11/2/2017,0,0,0,0,12.25935772,12.32900047,8.833999634,15.69699955,8.55192852,8.484999657,0.699000001,7.756000042,9,9,9,0.9375,0.9375,0.9375,NY,9,NY_9,1.966498453,0.212661968,0.25412238
11/3/2017,0,0,0,0,19.26864365,19.30400085,15.36600018,23.25600052,15.25007139,15.28600025,0.280999988,10.53800011,9,9,9,0.875,0.875,0.875,NY,9,NY_9,1.931052267,0.211307009,0.252372094
11/4/2017,0,0,0,0,15.70835795,15.75000095,8.274000168,23.17399979,9.072214263,9.048000336,0.84799999,11.06999969,9,9,9,0.8125,0.8125,0.8125,NY,9,NY_9,1.896442672,0.209980757,0.250661004
11/5/2017,0.73299998,1.616999984,0.948571427,0.785000026,11.64857183,11.63700008,9.147999763,14.20499992,5.527214221,5.455999851,1.587000012,8.961999893,9,9,9,0.75,0.75,0.75,NY,9,NY_9,1.862660174,0.208682951,0.248988736
11/6/2017,1.432000041,2.703999996,2.225214311,2.355000019,15.13128642,15.14900112,13.12300015,16.9659996,14.19028596,14.1619997,0.180000007,2.394999981,9,9,9,0.6875,0.6875,0.6875,NY,9,NY_9,1.829695281,0.207413329,0.247354916
11/7/2017,0,0,0,0,12.62478631,12.64700031,6.275000095,19.00099945,9.130857059,9.131999969,0.79400003,5.327000141,9,9,9,0.625,0.625,0.625,NY,9,NY_9,1.797538497,0.206171628,0.245759168
11/8/2017,18.99900055,19.41200066,19.21142864,19.20899963,7.629643202,7.627000332,5.21999979,10.03499985,3.01978566,2.983999968,0.486999989,5.09499979,9,9,9,0.5625,0.5625,0.5625,NY,9,NY_9,1.76618033,0.204957588,0.244201117
11/9/2017,0,0,0,0,7.576428788,7.544000149,4.775000095,10.52999973,2.684571402,2.674000025,1.072999954,4.815999985,9,9,9,0.5,0.5,0.5,NY,9,NY_9,1.735611286,0.203770945,0.242680389
11/10/2017,0,0.003,0.000428571,0,8.953357628,8.953000069,4.867000103,13,5.254142932,5.195000172,0.762000024,6.47300005,8.75,8.75,8.75,0.375,0.375,0.375,NY,9,NY_9,1.705821872,0.20261144,0.24119661
11/11/2017,0,0,0,0,0.506142897,0.511000037,-3.476000071,4.56099987,-11.4695,-11.45100021,1.791000009,5.34499979,8.5,8.5,8.5,0.25,0.25,0.25,NY,9,NY_9,1.676802593,0.201478808,0.239749404
11/12/2017,0,0,0,0,1.161785756,1.175000072,-2.394999981,4.907999992,-9.60085719,-9.631999969,1.738000035,6.390999794,8.25,8.25,8.25,0.125,0.125,0.125,NY,9,NY_9,1.648543957,0.200372789,0.238338396
11/13/2017,0,0,0,0,5.17007167,5.21600008,1.458999991,9.131999969,-2.785571439,-2.759000063,2.236999989,7.181000233,8,8,8,0,0,0,NY,9,NY_9,1.621036469,0.199293121,0.236963212
11/14/2017,1.317000031,2.382999897,1.62964287,1.465000033,5.9167146,5.943000317,2.836999893,9.050999641,1.900285738,1.855999947,0.90200001,3.542000055,12.5,12.5,12.5,0,0,0,NY,9,NY_9,1.594270637,0.198239542,0.235623477
11/15/2017,0,0,0,0,6.165928773,6.130000114,3.197999954,9.376999855,1.140285688,1.123999953,1.450999975,4.916999817,17,17,17,0,0,0,NY,9,NY_9,1.568236966,0.197211791,0.234318817
11/16/2017,3.247999907,3.698999882,3.557571377,3.664999962,7.929786035,7.957000256,4.21999979,11.7329998,3.702000005,3.634000063,1.161000013,5.927999973,21.5,21.5,21.5,0,0,0,NY,9,NY_9,1.542925963,0.196209604,0.233048855
11/17/2017,1.363999963,1.805999994,1.517857134,1.503000021,9.865143163,9.857000351,5.263999939,14.42700005,2.455285719,2.444999933,0.467999995,8.480999947,26,26,26,0,0,0,NY,9,NY_9,1.518328134,0.195232721,0.231813219
11/18/2017,0,0,0,0,5.634500197,5.59800005,1.016000032,10.27200031,-5.922928538,-5.918499947,1.843999982,9.357000351,21.5,21.5,21.5,0,0,0,NY,9,NY_9,1.494433986,0.194280879,0.230611532
11/19/2017,10.96700001,11.75899982,11.27257136,11.17700005,9.22407198,9.225000381,3.539999962,14.90299988,6.791571379,6.782000065,0.675999999,5.190000057,17,17,17,0,0,0,NY,9,NY_9,1.471234025,0.193353817,0.22944342
11/20/2017,0.578000009,1.098999977,0.843785707,0.865999997,8.625928879,8.600000381,3.555000067,13.64700031,-1.129714285,-1.148000002,1.81099999,7.230999947,12.5,12.5,12.5,0,0,0,NY,9,NY_9,1.448718758,0.192451273,0.228308509
11/21/2017,0,0,0,0,6.274928979,6.289000511,3.378999949,9.305999756,-3.420928614,-3.469000101,2.76699996,7.637000084,8,8,8,0,0,0,NY,9,NY_9,1.426878691,0.191572984,0.227206423
11/22/2017,1.577000022,2.111999989,1.81214284,1.720999956,10.60021475,10.57700062,6.03399992,15.12100029,3.886571424,3.890000105,0.787,10.86100006,8,8,8,0,0,0,NY,9,NY_9,1.40570433,0.19071869,0.226136787
11/23/2017,4.724999905,5.741000175,5.177285773,5.129000187,6.341643129,6.332000256,0.439999998,12.22599983,-0.548857135,-0.52700001,0.460999995,5.313000202,8,8,8,0,0,0,NY,9,NY_9,1.385186182,0.189888128,0.225099228
11/24/2017,0,0,0,0,3.581142988,3.633000135,0.050000001,7.296999931,-5.795285736,-5.815999985,1.930999994,6.959000111,8,8,8,0,0,0,NY,9,NY_9,1.365314753,0.189081037,0.22409337
11/25/2017,0,0,0,0,6.301857403,6.327000141,1.600000024,11.05500031,-2.064285687,-2.056999922,1.402999997,8.55300045,8,8,8,0,0,0,NY,9,NY_9,1.34608055,0.188297154,0.223118838
11/26/2017,0,0,0,0,9.579428945,9.659000397,4.671000004,14.67099953,2.230285738,2.217999935,1.819000006,9.68500042,8.25,8.25,8.25,0.25,0.25,0.25,NY,9,NY_9,1.327474079,0.187536218,0.222175258
11/27/2017,0,0,0,0,6.585928747,6.609000206,3.667999983,9.550999641,-3.437928608,-3.45600009,3.292000055,7.25,8.5,8.5,8.5,0.5,0.5,0.5,NY,9,NY_9,1.309485847,0.186797967,0.221262255
11/28/2017,0,0,0,0,6.931857484,6.891000271,1.861999989,12.11900043,-3.588357091,-3.593999982,2.066999912,9.678999901,8.75,8.75,8.75,0.75,0.75,0.75,NY,9,NY_9,1.292106359,0.186082139,0.220379454
11/29/2017,0,0,0,0,7.252143281,7.251000404,2.676000118,11.87699986,4.301785639,4.265999794,0.72299999,5.665999889,9,9,9,1,1,1,NY,9,NY_9,1.275326123,0.185388472,0.21952648
11/30/2017,0,0,0,0,10.65264334,10.63300037,3.053999901,18.24300003,-1.328571396,-1.368999958,1.307000041,15.70899963,8.75,8.75,8.75,0.75,0.75,0.75,NY,9,NY_9,1.259135644,0.184716704,0.218702959
12/1/2017,0.486999989,0.505999982,0.494357139,0.493000001,7.682857547,7.749000549,3.697999954,11.63000011,3.813428572,3.812999964,1.00999999,5.828000069,8.5,8.5,8.5,0.5,0.5,0.5,NY,9,NY_9,1.24352543,0.184066574,0.217908515
12/2/2017,0,0,0,0,7.363428967,7.421000481,2.513999939,11.84500027,-0.87442857,-0.848999977,1.753000021,8.069999695,8.25,8.25,8.25,0.25,0.25,0.25,NY,9,NY_9,1.228485986,0.183437819,0.217142774
12/3/2017,0,0,0,0,6.497071675,6.537000179,3.107000113,9.656999588,0.060785715,0.043000001,1.322999954,6.265999794,8,8,8,0,0,0,NY,9,NY_9,1.214007819,0.182830178,0.216405362
12/4/2017,0,0,0,0,6.355857406,6.46600008,3.038000107,9.234000206,2.472285679,2.523999929,0.321999997,3.65899992,8.25,8.25,8.25,0.25,0.25,0.25,NY,9,NY_9,1.200081436,0.182243389,0.215695902
12/5/2017,0,0,0,0,7.724286045,7.812000275,3.346999884,11.67800045,4.06292854,3.983999968,0.435000002,5.613999844,8.5,8.5,8.5,0.5,0.5,0.5,NY,9,NY_9,1.186697342,0.18167719,0.215014022
12/6/2017,11.01099968,17.10199928,15.02649988,16.14500046,12.48671477,12.46800041,8.633000374,16.3010006,10.43585723,10.41499996,0.287999988,6.239999771,8.75,8.75,8.75,0.75,0.75,0.75,NY,9,NY_9,1.173846044,0.181131319,0.214359345
12/7/2017,0,0,0,0,5.184857368,5.136000156,2.619999886,7.698999882,-6.25892864,-6.254500151,3.040999889,6.541999817,9,9,9,1,1,1,NY,9,NY_9,1.161518049,0.180605515,0.213731497
12/8/2017,0,0,0,0,4.832714524,4.808000326,1.769000053,7.842999935,-5.846642835,-5.846999884,2.788000107,6.954999924,9,9,9,1,1,1,NY,9,NY_9,1.149703864,0.180099515,0.213130104
12/9/2017,0,0,0,0,2.895071524,2.879000187,1.751000047,3.976000071,-7.650928497,-7.664499998,3.141000032,4.822000027,9,9,9,1,1,1,NY,9,NY_9,1.138393993,0.179613058,0.212554789
12/10/2017,10.3579998,11.26399994,10.92742852,11.15999985,0.579214292,0.550999999,-1.231999993,2.303999901,-2.480714236,-2.461499929,0.151999995,3.611000061,9,9,9,1,1,1,NY,9,NY_9,1.127578945,0.179145881,0.21200518
12/11/2017,0,0,0,0,1.765714373,1.742000103,-1.133999944,4.619999886,-4.642285585,-4.686999798,1.011999965,3.976000071,9,9,9,1,1,1,NY,9,NY_9,1.117249224,0.178697724,0.211480901
12/12/2017,0,0,0,0,4.558643035,4.519999981,0.889999986,8.175000191,-3.327499952,-3.34800005,1.245000005,5.163000107,9,9,9,1,1,1,NY,9,NY_9,1.107395339,0.178268323,0.210981576
12/13/2017,0,0,0,0,2.216785772,2.212000012,-4.877999783,9.239999771,-5.206928594,-5.19299984,0.970000029,4.234000206,9,9,9,1,1,1,NY,9,NY_9,1.098007794,0.177857418,0.210506832
12/14/2017,1.73300004,1.89199996,1.821428537,1.827999949,-1.999142911,-2,-4.941999912,1.077999949,-11.22892863,-11.27250004,0.352999985,4.847000122,9,9,9,1,1,1,NY,9,NY_9,1.089077097,0.177464746,0.210056294
12/15/2017,0,0.720000029,0.456071432,0.505999982,-2.456143039,-2.448000193,-6.061999798,1.253000021,-10.94278574,-10.94449997,0.428000003,3.697999954,9,9,9,1,1,1,NY,9,NY_9,1.080593754,0.177090046,0.209629586
12/16/2017,3.118999958,3.312000036,3.213357125,3.192999959,-3.825000218,-3.875000238,-5.386000156,-2.207999945,-8.416500092,-8.461000443,0.308999985,2.298000097,9,9,9,1,1,1,NY,9,NY_9,1.072548271,0.176733055,0.209226335
12/17/2017,0,0,0,0,0.489857171,0.465000033,-3.144999981,4,-5.256285701,-5.277999878,1.274000049,3.673000097,9,9,9,1,1,1,NY,9,NY_9,1.064931155,0.176393512,0.208846165
12/18/2017,0.647000015,0.898999989,0.784214271,0.779999971,2.31521443,2.298000097,1.055999994,3.647000074,-3.760500005,-3.781000018,0.925000012,3.325000048,9,9,9,1,1,1,NY,9,NY_9,1.057732912,0.176071155,0.208488701
12/19/2017,0,0,0,0,5.581357309,5.538000107,2.686000109,8.532999992,1.662928556,1.629999995,0.978999972,3.868999958,9,9,9,1,1,1,NY,9,NY_9,1.050944049,0.175765723,0.208153568
12/20/2017,0,0,0,0,10.33942904,10.3390007,7.415999889,13.23099995,1.554214299,1.569000006,2.888999939,8.036999702,8.75,8.75,8.75,0.75,0.75,0.75,NY,9,NY_9,1.044555072,0.175476952,0.207840393
12/21/2017,0,0,0,0,3.89300016,3.896000147,-0.208000004,7.927000046,-7.67571422,-7.640999794,2.464999914,7.118999958,8.5,8.5,8.5,0.5,0.5,0.5,NY,9,NY_9,1.038556487,0.175204582,0.2075488
12/22/2017,0,0,0,0,3.239857299,3.264000177,1.003999949,5.525000095,-7.477714266,-7.483999968,2.64199996,5.770999908,8.25,8.25,8.25,0.25,0.25,0.25,NY,9,NY_9,1.032938801,0.174948351,0.207278414
12/23/2017,1.66900003,2.019999981,1.893428573,1.925999999,6.043428966,6.015000343,3.055999994,9.092000008,1.82364285,1.815999985,0.219999999,3.90199995,8,8,8,0,0,0,NY,9,NY_9,1.02769252,0.174707996,0.207028861
12/24/2017,11.21100044,11.88500023,11.44200025,11.42700005,7.14014319,7.135000229,3.5,10.77099991,4.073285767,4.039999962,0.075999998,2.588999987,8,8,8,0.25,0.25,0.25,NY,9,NY_9,1.022808151,0.174483256,0.206799765
12/25/2017,7.261000156,9.05700016,7.696500131,7.425000191,3.479928715,3.474000216,1.81400001,4.995999813,-0.9752857,-1.029999971,0.107000001,3.690999985,8,8,8,0.5,0.5,0.5,NY,9,NY_9,1.0182762,0.174273869,0.206590753
12/26/2017,0,0,0,0,-0.048785717,-0.053000003,-3.414000034,3.210999966,-11.13850001,-11.17000008,0.674000025,4.446000099,8,8,8,0.75,0.75,0.75,NY,9,NY_9,1.014087173,0.174079573,0.206401449
12/27/2017,0,0,0,0,-3.660571558,-3.661000133,-6.304999828,-0.98299998,-15.6056428,-15.67199993,1.754999995,4.046999931,8,8,8,1,1,1,NY,9,NY_9,1.010231578,0.173900107,0.206231478
12/28/2017,0,0,0,0,-6.177000386,-6.160000324,-9.482999802,-2.835000038,-17.09542833,-17.16699982,1.286000013,3.244999886,8.25,8.25,8.25,1,1,1,NY,9,NY_9,1.006699919,0.173735208,0.206080465
12/29/2017,0,0,0,0,-8.297214712,-8.301000595,-10.48700047,-6.050000191,-19.38914272,-19.42300034,1.057999969,2.678999901,8.5,8.5,8.5,1,1,1,NY,9,NY_9,1.003482704,0.173584615,0.205948037
12/30/2017,0,0,0,0,-7.070214748,-7.072000504,-9.762000084,-4.381999969,-15.61278561,-15.66699982,1.06099999,2.549000025,8.75,8.75,8.75,1,1,1,NY,9,NY_9,1.00057044,0.173448065,0.205833818
12/31/2017,1.118000031,1.386000037,1.269357179,1.302000046,-6.654285908,-6.667000294,-8.708000183,-4.665999889,-11.2262142,-11.20699978,0.432999998,1.705000043,9,9,9,1,1,1,NY,9,NY_9,1.000462636,0.173325297,0.205737433
1/1/2018,0,0,0,0,-11.1512864,-11.1590004,-13.70600033,-8.729999542,-19.50007139,-19.53000069,0.842000008,1.700999975,9,9,9,0.875,0.875,0.875,NY,9,NY_9,1.002212847,0.17321605,0.205658508
1/2/2018,0,0,0,0,-10.29064322,-10.30300045,-13.45400047,-7.256000042,-18.69757148,-18.74300003,0.879999995,2.316999912,9,9,9,0.75,0.75,0.75,NY,9,NY_9,1.005351221,0.17312006,0.205596667
1/3/2018,0,0,0,0,-6.884071827,-6.896000385,-10.81000042,-3.125,-15.48535715,-15.5010004,1.001999974,2.750999928,9,9,9,0.625,0.625,0.625,NY,9,NY_9,1.00942792,0.173037067,0.205551536
1/4/2018,2.059999943,3.049999952,2.376857127,2.342999935,-5.358928817,-5.381000042,-9.430000305,-1.457000017,-12.95692859,-12.92700005,0.361000001,3.750999928,9,9,9,0.5,0.5,0.5,NY,9,NY_9,1.014016181,0.172966808,0.205522741
1/5/2018,18.71100044,22.01600075,19.73728616,19.06200027,-7.661000388,-7.694000244,-11.90200043,-3.474999905,-11.1095,-11.06599998,0.231999993,1.842000008,9,9,9,0.625,0.625,0.625,NY,9,NY_9,1.018715484,0.172909022,0.205509906
1/6/2018,0,0,0,0,-10.7971436,-10.79400063,-13.1260004,-8.611000061,-21.17885699,-21.1970005,0.978999972,1.976999998,9,9,9,0.75,0.75,0.75,NY,9,NY_9,1.023154781,0.172863447,0.205512656
1/7/2018,0,0,0,0,-12.61242907,-12.61700058,-15.14599991,-10.19099998,-22.60950034,-22.62400055,0.802999973,1.815999985,9,9,9,0.875,0.875,0.875,NY,9,NY_9,1.02699576,0.172829821,0.205530618
1/8/2018,0,0,0,0,-10.8522862,-10.87000084,-15.03199959,-6.757999897,-17.60457134,-17.58699989,0.711000025,1.988999963,9,9,9,1,1,1,NY,9,NY_9,1.029936312,0.172807882,0.205563415
1/9/2018,0.388999999,0.430000007,0.404000001,0.395999998,-2.914285847,-2.962000132,-6.367000103,0.503000021,-7.222785609,-7.241000175,0.875,3.052999973,9,9,9,0.875,0.875,0.875,NY,9,NY_9,1.031714483,0.172797368,0.205610674
1/10/2018,0,0,0,0,1.110071489,1.137000084,-4.410999775,6.517000198,-6.164642811,-6.166999817,0.799000025,5.643000126,9,9,9,0.75,0.75,0.75,NY,9,NY_9,1.032111984,0.172798017,0.20567202
1/11/2018,0,0,0,0,0.916642887,0.901000023,-3.359999895,5.160999775,-2.067642876,-2.069999933,0.573000014,3.694999933,9,9,9,0.625,0.625,0.625,NY,9,NY_9,1.030957581,0.172809568,0.205747077
1/12/2018,0,0,0,0,8.547929083,8.554000854,4.021999836,13.02799988,5.785785845,5.714000225,0.021,3.582999945,9,9,9,0.5,0.5,0.5,NY,9,NY_9,1.028130536,0.172831759,0.205835471
1/13/2018,16.31599998,21.44300079,19.10728577,19.17399979,10.99421508,10.97100067,5.706999779,16.11300087,10.99449996,10.97099972,0,1.271999955,8.75,8.75,8.75,0.375,0.375,0.375,NY,9,NY_9,1.023564099,0.172864327,0.205936827
1/14/2018,0,0,0,0,-2.226142951,-2.203000069,-8.866000175,4.550000191,-11.29349981,-11.28999996,0.698000014,3.279999971,8.5,8.5,8.5,0.25,0.25,0.25,NY,9,NY_9,1.017249038,0.172907011,0.206050771
1/15/2018,0,0,0,0,-6.355928966,-6.350000381,-9.006999969,-3.875,-17.00442859,-16.99699974,1.065000057,3.220000029,8.25,8.25,8.25,0.125,0.125,0.125,NY,9,NY_9,1.009237222,0.173310492,0.205312495
1/16/2018,0,0,0,0,-4.196928876,-4.21200037,-7.762000084,-0.813000023,-8.344999722,-8.37899971,0.674000025,2.414000034,8,8,8,0,0,0,NY,9,NY_9,0.999645253,0.173370713,0.205212374
1/17/2018,0.768000007,0.976000011,0.901499995,0.908999979,0.450214307,0.434000015,-2.272000074,3.151000023,-1.424357133,-1.440999985,0.185000002,1.942999959,8,8,8,0,0,0,NY,9,NY_9,0.988657471,0.173204986,0.204920144
1/18/2018,3.516000032,3.769999981,3.640500001,3.609999895,-2.888000131,-2.907000065,-7.474999905,1.595999956,-6.576142822,-6.505000114,0.126000002,1.506000042,8,8,8,0,0,0,NY,9,NY_9,0.976527046,0.172921209,0.204879318
1/19/2018,0,0,0,0,-2.875000153,-2.875000238,-6.697999954,0.751999974,-11.46464293,-11.46000004,1.057999969,3.986999989,8,8,8,0,0,0,NY,9,NY_9,0.963579303,0.172626979,0.204845794
1/20/2018,0,0,0,0,0.426500018,0.399000019,-3.265000105,4.063000202,-7.498714277,-7.499000072,1.620000005,4.745999813,8,8,8,0,0,0,NY,9,NY_9,0.950215814,0.17239137,0.204372937
1/21/2018,0,0,0,0,6.4370718,6.407000542,1.282999992,11.52099991,-3.092285735,-3.111999989,1.850000024,8.93599987,8,8,8,0.25,0.25,0.25,NY,9,NY_9,0.93691852,0.172207464,0.204225289
1/22/2018,0,0,0,0,6.643286058,6.65500021,2.358999968,10.77700043,0.734357136,0.662,0.714999974,7.139999866,8,8,8,0.5,0.5,0.5,NY,9,NY_9,0.924253907,0.172072571,0.204840907
1/23/2018,0.836000025,1.042999983,0.942999993,0.940999985,7.040071692,6.908000469,4.15899992,10.17599964,4.391571386,4.315999985,0.02,3.749000072,8,8,8,0.75,0.75,0.75,NY,9,NY_9,0.912877221,0.171988236,0.20511436
1/24/2018,4.842000008,5.302000046,5.073928526,5.021999836,9.874928815,9.899000168,4.847000122,15.02700043,3.821142827,3.803999901,0.264999986,5.980000019,8,8,8,1,1,1,NY,9,NY_9,0.903497222,0.171961739,0.205369211
1/25/2018,0,0,0,0,0.782642897,0.802000046,-4.335000038,5.835000038,-8.358142853,-8.407999992,1.845999956,4.998000145,8.25,8.25,8.25,1,1,1,NY,9,NY_9,0.896719567,0.172013655,0.20555187
1/26/2018,0,0,0,0,-1.593785771,-1.601000071,-4.96600008,1.629999995,-15.52628565,-15.5454998,1.815000057,5.415999889,8.5,8.5,8.5,1,1,1,NY,9,NY_9,0.892997177,0.172166512,0.205560144
1/27/2018,0,0,0,0,0.009214286,-0.005,-3.681999922,3.670000076,-7.749000004,-7.732999802,0.565999985,5.388999939,8.75,8.75,8.75,1,1,1,NY,9,NY_9,0.892617107,0.172421811,0.205200587
1/28/2018,4.852000237,5.43599987,5.090071542,5.142000198,6.509786129,6.486000538,0.345999986,12.61999989,3.396571398,3.357000113,0.231999993,7.980000019,9,9,9,1,1,1,NY,9,NY_9,0.895687255,0.172783337,0.205353449
1/29/2018,3.480000019,3.947999954,3.596571394,3.497999907,7.402428899,7.402000427,4.447999954,10.23200035,3.885928546,3.815999985,0.335000008,4.256999969,8.875,8.875,8.875,0.875,0.875,0.875,NY,9,NY_9,0.902122911,0.173234791,0.206210577
1/30/2018,3.108999968,3.770999908,3.425857084,3.434999943,3.159071582,3.146000147,-0.324000001,6.610000134,-2.249142868,-2.282000065,0.389999986,4.395999908,8.75,8.75,8.75,0.75,0.75,0.75,NY,9,NY_9,0.911633157,0.173603423,0.206411439
1/31/2018,0,0,0,0,-2.30450012,-2.327000141,-7.447000027,2.737999916,-8.147785459,-8.151000023,0.472000003,2.789999962,8.625,8.625,8.625,0.625,0.625,0.625,NY,9,NY_9,0.923707105,0.173795942,0.206683065
2/1/2018,0,0,0,0,-2.68535723,-2.644000053,-6.737999916,1.43900001,-9.684143066,-9.673000336,1.412999988,4.03399992,8.5,8.5,8.5,0.5,0.5,0.5,NY,9,NY_9,0.937586405,0.173817738,0.207066433
2/2/2018,7.441999912,9.237999916,8.596571514,8.673000336,2.901428717,2.895000219,-0.814999998,6.606999874,-1.187857151,-1.171000004,0.264999986,4.735000134,8.375,8.375,8.375,0.375,0.375,0.375,NY,9,NY_9,0.952265337,0.173701336,0.207124629
2/3/2018,0,0,0,0,-4.763500248,-4.754000187,-8.425000191,-1.078999996,-15.20457152,-15.22099972,1.353000045,3.065000057,8.25,8.25,8.25,0.25,0.25,0.25,NY,9,NY_9,0.966742134,0.173694854,0.207016209
2/4/2018,0,0,0,0,-3.398285849,-3.410000086,-7.352000237,0.531000018,-11.35399989,-11.38799953,1.513000011,3.775000095,8.125,8.125,8.125,0.125,0.125,0.125,NY,9,NY_9,0.980099547,0.173872717,0.207087912
2/5/2018,20.87000084,23.62800026,21.87685735,21.22500038,3.986500212,3.918000221,1.157999992,6.794000149,1.440785732,1.485999942,0.071999997,3.5,8,8,8,0,0,0,NY,9,NY_9,0.991522315,0.174289279,0.20792154
2/6/2018,0,0,0,0,-0.345571445,-0.332000017,-4.008999825,3.273999929,-10.07700021,-10.09500027,0.996999979,4.132999897,8,8,8,0,0,0,NY,9,NY_9,1.000314745,0.174826187,0.207988307
2/7/2018,0,0,0,0,0.442785734,0.445000023,-1.876000047,2.724999905,-6.663785662,-6.676000118,1.289999962,3.467000008,8,8,8,0,0,0,NY,9,NY_9,1.005918408,0.175182007,0.208200346
2/8/2018,22.35400009,23.12299919,22.8820715,23.09300041,2.07585718,2.055999994,-2.901000023,6.994999886,-1.816428568,-1.832000017,0.075999998,2.302999973,8,8,8,0,0,0,NY,9,NY_9,1.007929945,0.175225873,0.208368668
2/9/2018,0,0,0,0,-1.448357207,-1.425000072,-4.133999825,1.31400001,-9.988356931,-9.979999542,1.542999983,4.058000088,8,8,8,0,0,0,NY,9,NY_9,1.006118992,0.175019489,0.208303518
